,Unnamed: 0,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,y
3529,3529,56,195.0,2,57,40,0,0,95,7.0,4,6,83,2,37,1.0,4,4,38.0,83.0,8.0,6.0,4.0,71.0,1
3530,3530,72,192.0,11,75,13,1,0,88,6.0,3,5,18,1,56,3.0,2,2,0.0,52.0,0.0,2.0,0.0,40.0,1
3531,3531,93,343.0,18,162,15,0,0,100,0.0,7,8,14,0,13,0.0,0,0,1.0,52.0,2.0,2.0,0.0,33.0,1
3532,3532,87,42.0,15,120,12,0,0,100,0.0,7,8,12,0,33,0.0,0,0,41.0,52.0,1.0,1.0,0.0,50.0,1
3533,3533,61,230.0,4,70,56,1,1,100,0.0,6,8,70,4,9,6.0,0,0,73.0,26.0,29.0,2.0,8.0,82.0,0
3534,3534,85,293.0,20,94,36,0,0,100,0.0,7,8,37,0,38,0.0,0,0,1.0,63.0,2.0,3.0,0.0,56.0,1
3535,3535,82,108.0,7,47,10,0,0,100,0.0,7,8,2,2,20,23.0,0,0,19.0,52.0,2.0,1.0,0.0,60.0,1
3536,3536,71,269.0,4,93,26,0,0,96,9.0,4,6,31,3,23,3.0,1,1,46.0,52.0,5.0,1.0,2.0,55.0,1
3537,3537,70,115.0,3,124,30,1,1,94,8.0,0,2,8,2,23,3.0,4,4,39.0,77.0,6.0,2.0,2.0,53.0,0
3538,3538,78,157.0,1,26,12,0,0,100,0.0,7,8,39,3,38,3.0,2,2,7.0,77.0,4.0,2.0,0.0,67.0,0
3539,3539,67,136.0,2,73,15,1,1,89,33.0,6,6,30,2,56,0.0,0,0,61.0,100.0,3.0,2.0,0.0,100.0,1
3540,3540,66,167.0,4,105,19,2,1,77,8.0,1,3,23,2,23,8.0,0,0,4.0,5.0,1.0,2.0,0.0,50.0,1
3541,3541,82,163.0,24,89,17,0,0,100,0.0,7,8,15,0,29,0.0,0,0,24.0,52.0,3.0,2.0,1.0,63.0,0
3542,3542,66,326.0,2,44,15,0,0,88,6.0,4,6,31,4,29,1.0,2,2,4.0,52.0,3.0,2.0,0.0,42.0,0
3543,3543,87,149.0,26,74,13,0,0,100,0.0,7,8,17,0,23,4.0,1,1,0.0,52.0,0.0,1.0,0.0,50.0,1
3544,3544,66,99.0,2,98,16,2,2,88,26.0,6,6,6,2,35,0.0,3,3,20.0,52.0,2.0,1.0,0.0,43.0,1
3545,3545,70,132.0,3,38,29,2,2,94,40.0,6,2,32,8,16,9.0,0,0,22.0,76.0,4.0,3.0,0.0,47.0,1
3546,3546,74,462.0,1,58,15,0,0,100,0.0,7,8,45,6,17,0.0,2,2,18.0,52.0,6.0,2.0,2.0,67.0,0
3547,3547,73,191.0,2,27,9,0,0,100,0.0,7,8,19,1,50,1.0,2,2,6.0,52.0,4.0,2.0,0.0,86.0,1
3548,3548,60,177.0,2,116,5,6,2,50,10.0,4,3,9,1,17,0.0,1,1,38.0,52.0,3.0,2.0,1.0,60.0,1
3549,3549,79,203.0,4,95,28,1,0,91,41.0,6,5,16,2,28,3.0,1,1,1.0,52.0,3.0,1.0,0.0,40.0,1
3550,3550,61,132.0,1,53,31,1,1,91,37.0,0,6,42,6,24,3.0,3,3,32.0,72.0,4.0,2.0,2.0,50.0,1
3551,3551,88,146.0,16,56,10,0,0,100,0.0,7,8,13,0,10,17.0,0,0,16.0,52.0,1.0,2.0,0.0,17.0,1
3552,3552,62,186.0,15,44,4,2,1,60,21.0,6,5,9,0,60,1.0,2,1,0.0,52.0,0.0,1.0,1.0,50.0,0
3553,3553,84,365.0,5,75,20,0,0,95,53.0,6,6,31,3,0,19.0,0,0,8.0,52.0,3.0,2.0,0.0,31.0,0
3554,3554,90,260.0,2,74,27,0,0,100,0.0,7,8,34,3,20,13.0,1,0,1.0,92.0,1.0,3.0,0.0,33.0,1
3555,3555,68,251.0,3,82,18,0,0,100,0.0,7,8,14,2,22,1.0,4,4,82.0,52.0,7.0,1.0,1.0,89.0,0
3556,3556,72,519.0,20,164,23,0,0,100,0.0,7,8,35,0,22,1.0,1,1,50.0,58.0,7.0,2.0,3.0,67.0,1
3557,3557,88,161.0,12,49,7,0,0,100,0.0,7,8,15,0,29,11.0,0,0,0.0,52.0,0.0,1.0,0.0,33.0,1
3558,3558,65,483.0,0,84,35,0,0,97,41.0,6,6,38,5,21,0.0,4,4,42.0,21.0,9.0,2.0,1.0,65.0,0
3559,3559,66,247.0,7,87,25,0,0,100,0.0,7,8,17,2,20,3.0,1,1,59.0,52.0,7.0,2.0,3.0,75.0,1
3560,3560,64,201.0,2,42,20,1,1,90,6.0,4,6,39,1,14,1.0,4,4,19.0,52.0,7.0,2.0,2.0,56.0,0
3561,3561,80,296.0,5,87,31,0,0,100,0.0,7,8,30,2,16,16.0,0,0,11.0,46.0,8.0,2.0,0.0,56.0,1
3562,3562,67,199.0,2,66,26,1,1,80,11.0,4,4,40,4,13,1.0,4,4,20.0,52.0,3.0,2.0,0.0,30.0,0
3563,3563,66,92.0,3,63,30,1,0,94,4.0,3,5,10,4,32,2.0,4,4,4.0,73.0,4.0,2.0,0.0,43.0,1
3564,3564,84,196.0,11,84,18,0,0,100,0.0,7,8,4,1,47,0.0,0,0,0.0,89.0,1.0,3.0,0.0,67.0,1
3565,3565,71,129.0,0,58,46,0,0,100,0.0,7,8,39,3,38,0.0,5,4,42.0,45.0,3.0,5.0,1.0,60.0,0
3566,3566,81,261.0,5,62,25,0,0,100,0.0,7,8,17,2,52,5.0,0,0,6.0,35.0,5.0,6.0,0.0,100.0,0
3567,3567,65,202.0,20,82,29,0,0,97,1.0,4,6,30,0,43,9.0,0,0,33.0,9.0,4.0,4.0,0.0,73.0,1
3568,3568,73,200.0,2,83,32,0,0,100,0.0,7,8,48,3,42,1.0,3,3,25.0,97.0,4.0,1.0,1.0,71.0,1
3569,3569,78,327.0,3,100,41,0,0,100,0.0,7,8,12,2,24,20.0,0,0,12.0,70.0,4.0,3.0,2.0,30.0,1
3570,3570,78,121.0,41,84,18,0,0,94,38.0,6,6,1,0,33,0.0,0,0,18.0,52.0,3.0,1.0,1.0,50.0,1
3571,3571,67,183.0,3,51,7,2,2,75,16.0,6,2,0,1,13,2.0,1,1,16.0,52.0,3.0,2.0,0.0,75.0,0
3572,3572,77,437.0,8,115,35,0,0,100,0.0,7,8,31,4,26,1.0,3,3,23.0,74.0,6.0,2.0,0.0,50.0,0
3573,3573,76,160.0,5,55,15,0,0,100,0.0,7,8,28,2,47,4.0,1,1,60.0,96.0,2.0,3.0,1.0,100.0,1
3574,3574,77,180.0,35,92,16,0,0,94,37.0,6,6,25,0,56,0.0,0,0,32.0,50.0,2.0,2.0,1.0,67.0,1
3575,3575,72,244.0,16,138,10,4,4,60,38.0,6,3,2,0,33,0.0,0,0,19.0,52.0,3.0,2.0,0.0,60.0,1
3576,3576,82,234.0,4,90,36,0,0,97,28.0,6,6,17,4,29,7.0,0,0,14.0,62.0,4.0,1.0,1.0,50.0,1
3577,3577,61,284.0,6,81,9,0,0,90,6.0,4,6,10,2,0,0.0,4,4,86.0,52.0,4.0,2.0,2.0,67.0,0
3578,3578,90,106.0,28,100,11,0,0,100,0.0,7,8,12,0,45,0.0,0,0,0.0,52.0,0.0,1.0,0.0,25.0,1
3579,3579,63,309.0,9,51,34,0,0,100,0.0,7,8,25,1,32,0.0,7,6,54.0,59.0,8.0,3.0,2.0,52.0,0
3580,3580,76,356.0,2,56,34,0,0,100,0.0,7,8,29,6,22,0.0,6,6,2.0,66.0,4.0,3.0,0.0,39.0,0
3581,3581,83,183.0,16,81,18,0,0,100,0.0,7,8,32,0,61,7.0,1,0,3.0,67.0,1.0,4.0,0.0,63.0,1
3582,3582,72,208.0,14,97,33,0,0,100,0.0,7,8,26,0,18,0.0,1,1,35.0,83.0,8.0,2.0,3.0,48.0,0
3583,3583,56,368.0,10,44,25,0,0,92,4.0,4,6,40,1,16,9.0,0,0,41.0,74.0,10.0,3.0,2.0,65.0,1
3584,3584,70,202.0,14,85,49,0,0,96,21.0,6,6,31,0,38,0.0,4,4,61.0,75.0,6.0,3.0,1.0,82.0,1
3585,3585,77,154.0,5,128,17,0,0,100,0.0,7,8,17,1,33,0.0,1,1,48.0,52.0,5.0,1.0,1.0,75.0,1
3586,3586,87,133.0,11,88,14,0,0,100,0.0,7,8,22,1,14,22.0,0,0,3.0,14.0,1.0,1.0,0.0,67.0,1
3587,3587,90,100.0,57,98,7,0,0,100,0.0,7,8,18,0,0,0.0,0,0,9.0,52.0,2.0,2.0,0.0,50.0,1
3588,3588,86,183.0,11,98,32,0,0,100,0.0,7,8,0,1,9,16.0,0,0,20.0,52.0,3.0,1.0,0.0,38.0,1
3589,3589,72,154.0,2,76,47,0,0,100,0.0,7,8,12,3,13,3.0,2,2,20.0,52.0,9.0,4.0,1.0,48.0,1
3590,3590,82,85.0,7,75,27,0,0,100,0.0,7,8,13,2,22,0.0,0,0,12.0,87.0,4.0,3.0,1.0,50.0,1
3591,3591,72,292.0,8,74,22,0,0,96,5.0,4,6,77,4,22,0.0,4,4,7.0,57.0,2.0,3.0,0.0,38.0,1
3592,3592,66,161.0,15,65,26,1,0,81,8.0,4,5,31,0,44,4.0,3,3,21.0,79.0,4.0,4.0,0.0,73.0,0
3593,3593,88,278.0,20,138,10,0,0,100,0.0,7,8,21,0,27,0.0,0,0,3.0,62.0,1.0,1.0,0.0,50.0,1
3594,3594,58,216.0,12,86,23,0,0,88,3.0,4,6,53,0,29,1.0,1,1,84.0,52.0,7.0,1.0,5.0,75.0,0
3595,3595,90,376.0,4,130,17,0,0,100,0.0,7,8,27,2,53,4.0,1,1,1.0,89.0,2.0,2.0,0.0,57.0,1
3596,3596,67,262.0,6,33,14,3,3,88,38.0,6,3,25,2,56,0.0,1,1,28.0,52.0,1.0,1.0,0.0,50.0,0
3597,3597,83,50.0,25,144,17,0,0,100,0.0,7,8,12,0,29,0.0,0,0,54.0,52.0,2.0,1.0,0.0,75.0,1
3598,3598,73,305.0,21,128,36,1,1,95,8.0,4,3,38,0,39,6.0,0,0,19.0,52.0,7.0,1.0,2.0,69.0,0
3599,3599,83,189.0,2,73,56,0,0,100,0.0,7,8,71,6,20,2.0,2,1,3.0,92.0,3.0,3.0,0.0,43.0,1
3600,3600,81,365.0,8,60,27,0,0,96,43.0,6,6,54,2,19,3.0,1,1,10.0,87.0,4.0,3.0,0.0,64.0,1
3601,3601,71,178.0,2,68,47,1,1,98,8.0,4,6,62,2,6,0.0,6,5,7.0,52.0,5.0,1.0,0.0,40.0,1
3602,3602,71,179.0,6,107,37,0,0,97,53.0,6,6,12,1,35,2.0,3,1,38.0,93.0,7.0,3.0,2.0,56.0,1
3603,3603,81,369.0,28,95,27,0,0,100,0.0,7,8,13,0,19,0.0,0,0,21.0,18.0,2.0,2.0,1.0,40.0,1
3604,3604,87,180.0,1,55,12,0,0,100,0.0,7,8,13,2,46,16.0,0,0,8.0,100.0,1.0,2.0,0.0,38.0,1
3605,3605,90,148.0,3,77,9,0,0,100,0.0,7,8,16,1,0,0.0,1,1,0.0,52.0,0.0,2.0,0.0,0.0,0
3606,3606,80,263.0,6,89,34,0,0,100,0.0,7,8,44,1,33,0.0,4,4,27.0,47.0,4.0,3.0,1.0,64.0,1
3607,3607,81,327.0,2,116,40,0,0,100,0.0,7,8,5,4,15,1.0,2,2,7.0,88.0,5.0,3.0,1.0,42.0,1
3608,3608,70,258.0,3,43,27,1,1,100,0.0,6,8,41,8,15,0.0,6,6,5.0,58.0,12.0,2.0,0.0,67.0,0
3609,3609,70,80.0,3,43,27,1,1,100,0.0,6,8,10,8,15,0.0,6,6,5.0,58.0,12.0,2.0,0.0,67.0,0
3610,3610,80,324.0,18,110,27,0,0,100,0.0,7,8,52,0,26,14.0,0,0,38.0,73.0,4.0,2.0,2.0,86.0,1
3611,3611,72,262.0,6,99,30,1,1,94,15.0,6,2,17,2,65,5.0,0,0,31.0,43.0,3.0,11.0,1.0,78.0,1
3612,3612,77,195.0,22,87,24,0,0,100,0.0,7,8,46,0,13,4.0,1,1,49.0,52.0,6.0,1.0,1.0,58.0,1
3613,3613,84,196.0,10,82,12,0,0,100,0.0,7,8,25,1,17,0.0,2,2,29.0,54.0,5.0,2.0,0.0,64.0,1
3614,3614,68,327.0,2,94,32,0,0,97,59.0,6,6,12,1,19,5.0,1,1,62.0,59.0,9.0,2.0,2.0,63.0,0
3615,3615,68,50.0,1,81,29,0,0,94,44.0,6,6,1,2,22,0.0,2,2,43.0,75.0,2.0,3.0,2.0,42.0,0
3616,3616,75,201.0,2,65,31,0,0,97,44.0,6,6,46,6,30,12.0,0,0,30.0,76.0,4.0,3.0,1.0,36.0,1
3617,3617,82,436.0,2,116,47,0,0,100,0.0,7,8,37,1,13,2.0,1,1,11.0,29.0,6.0,3.0,0.0,33.0,0
3618,3618,65,65.0,6,31,18,0,0,100,0.0,7,8,18,4,22,6.0,0,0,43.0,83.0,6.0,3.0,2.0,82.0,1
3619,3619,73,347.0,8,120,37,1,1,95,22.0,6,4,53,2,46,0.0,1,1,66.0,84.0,5.0,2.0,2.0,70.0,1
3620,3620,79,251.0,25,99,23,0,0,91,11.0,4,6,24,0,17,20.0,0,0,6.0,8.0,3.0,2.0,0.0,31.0,1
3621,3621,61,137.0,5,58,31,0,0,88,0.0,4,6,21,3,41,6.0,0,0,49.0,79.0,6.0,4.0,2.0,91.0,0
3622,3622,86,204.0,13,65,38,0,0,100,0.0,7,8,34,0,34,12.0,0,0,0.0,52.0,0.0,1.0,0.0,13.0,1
3623,3623,84,83.0,4,61,22,0,0,100,0.0,7,8,19,5,41,4.0,1,1,4.0,91.0,3.0,2.0,0.0,56.0,1
3624,3624,68,227.0,2,49,26,0,0,100,0.0,7,8,50,6,41,0.0,19,18,30.0,75.0,5.0,6.0,2.0,61.0,0
3625,3625,89,280.0,23,107,16,0,0,100,0.0,7,8,16,0,50,0.0,0,0,7.0,38.0,1.0,2.0,0.0,60.0,1
3626,3626,64,345.0,4,111,34,0,0,94,2.0,4,6,34,3,18,9.0,0,0,53.0,52.0,10.0,1.0,1.0,69.0,1
3627,3627,70,184.0,3,40,15,0,0,87,19.0,6,6,17,4,53,3.0,3,3,22.0,97.0,2.0,2.0,0.0,50.0,1
3628,3628,85,141.0,15,77,25,0,0,96,30.0,6,6,32,0,12,11.0,0,0,1.0,52.0,3.0,1.0,0.0,50.0,1
3629,3629,74,155.0,9,89,43,0,0,100,0.0,7,8,10,3,14,9.0,1,1,59.0,43.0,7.0,3.0,2.0,63.0,1
3630,3630,67,51.0,2,111,14,1,1,87,32.0,6,6,9,1,20,1.0,2,2,42.0,50.0,6.0,2.0,1.0,67.0,0
3631,3631,78,92.0,10,54,13,0,0,100,0.0,7,8,16,1,14,9.0,0,0,43.0,52.0,4.0,1.0,1.0,63.0,1
3632,3632,69,139.0,4,95,28,1,1,91,4.0,4,6,23,3,50,4.0,1,1,45.0,48.0,5.0,2.0,1.0,88.0,1
3633,3633,91,225.0,4,121,12,0,0,100,0.0,7,8,28,2,25,0.0,0,0,3.0,52.0,2.0,1.0,0.0,60.0,1
3634,3634,72,86.0,3,51,27,0,0,100,0.0,7,8,15,5,15,2.0,1,1,60.0,52.0,5.0,1.0,2.0,50.0,1
3635,3635,75,154.0,5,76,16,0,0,94,42.0,6,6,18,2,12,4.0,2,2,42.0,52.0,4.0,2.0,1.0,50.0,1
3636,3636,88,191.0,51,127,17,0,0,100,0.0,7,8,35,0,44,0.0,2,2,5.0,52.0,2.0,1.0,0.0,60.0,1
3637,3637,76,218.0,12,85,27,0,0,100,0.0,7,8,41,0,21,0.0,0,0,44.0,52.0,3.0,1.0,1.0,42.0,1
3638,3638,90,69.0,65,189,11,0,0,100,0.0,7,8,7,0,18,0.0,0,0,0.0,52.0,2.0,1.0,0.0,60.0,0
3639,3639,76,183.0,2,17,7,0,0,100,0.0,7,8,0,1,33,2.0,2,2,9.0,73.0,3.0,2.0,0.0,63.0,1
3640,3640,92,262.0,4,161,10,0,0,100,0.0,7,8,33,1,10,0.0,0,0,0.0,52.0,1.0,2.0,0.0,25.0,1
3641,3641,71,300.0,7,68,47,0,0,100,0.0,7,8,69,3,11,6.0,0,0,12.0,60.0,6.0,3.0,1.0,39.0,1
3642,3642,82,418.0,9,58,21,0,0,100,0.0,7,8,37,1,24,1.0,2,2,5.0,52.0,1.0,1.0,0.0,29.0,1
3643,3643,68,75.0,2,30,27,0,0,100,0.0,7,8,37,6,17,5.0,0,0,30.0,65.0,13.0,4.0,0.0,67.0,0
3644,3644,83,102.0,5,40,14,0,0,100,0.0,7,8,15,6,14,0.0,1,1,8.0,52.0,1.0,1.0,0.0,18.0,1
3645,3645,60,197.0,30,92,2,1,0,67,2.0,3,5,20,0,67,4.0,1,1,66.0,52.0,1.0,2.0,0.0,100.0,0
3646,3646,59,247.0,4,92,31,4,3,97,44.0,6,5,33,3,21,2.0,4,3,53.0,52.0,5.0,1.0,3.0,47.0,1
3647,3647,61,185.0,5,85,34,0,0,94,7.0,4,6,15,2,26,15.0,0,0,57.0,83.0,16.0,2.0,3.0,95.0,1
3648,3648,79,340.0,4,80,52,0,0,96,10.0,4,6,77,2,13,6.0,0,0,2.0,52.0,2.0,1.0,0.0,12.0,0
3649,3649,88,331.0,3,113,20,0,0,100,0.0,7,8,28,1,24,7.0,0,0,10.0,52.0,4.0,3.0,0.0,70.0,1
3650,3650,78,372.0,9,110,52,0,0,100,0.0,7,8,10,3,23,9.0,0,0,13.0,89.0,8.0,3.0,1.0,44.0,1
3651,3651,67,194.0,3,97,38,8,7,77,37.0,6,2,45,3,47,2.0,1,1,7.0,22.0,3.0,2.0,0.0,45.0,1
3652,3652,81,183.0,1,45,11,0,0,100,0.0,7,8,0,2,46,1.0,1,1,10.0,95.0,1.0,2.0,0.0,50.0,1
3653,3653,65,340.0,3,110,27,2,2,100,0.0,6,8,26,2,30,0.0,3,3,58.0,46.0,11.0,3.0,5.0,83.0,1
3654,3654,81,6.0,1,86,32,0,0,100,0.0,7,8,3,3,33,5.0,1,1,18.0,92.0,5.0,2.0,1.0,47.0,1
3655,3655,65,75.0,10,32,16,0,0,88,2.0,4,6,16,2,25,4.0,2,2,37.0,83.0,7.0,2.0,0.0,69.0,0
3656,3656,88,168.0,11,72,23,0,0,100,0.0,7,8,28,1,13,0.0,0,0,2.0,52.0,1.0,1.0,0.0,22.0,1
3657,3657,55,167.0,3,63,25,0,0,84,5.0,4,6,11,4,32,2.0,1,1,66.0,43.0,7.0,3.0,2.0,71.0,0
3658,3658,55,418.0,5,112,25,0,0,84,11.0,4,6,34,2,28,4.0,2,2,66.0,96.0,4.0,2.0,3.0,64.0,1
3659,3659,79,193.0,18,100,24,0,0,96,36.0,6,6,34,0,40,19.0,0,0,16.0,52.0,3.0,1.0,0.0,44.0,1
3660,3660,70,340.0,3,60,28,0,0,96,81.0,6,6,34,4,25,1.0,1,1,39.0,61.0,6.0,3.0,2.0,50.0,1
3661,3661,86,265.0,3,137,21,0,0,100,0.0,7,8,37,2,19,2.0,1,1,5.0,19.0,3.0,2.0,0.0,42.0,1
3662,3662,91,290.0,7,108,21,0,0,100,0.0,7,8,43,1,14,0.0,0,0,3.0,52.0,3.0,1.0,0.0,50.0,1
3663,3663,81,501.0,17,142,19,0,0,100,0.0,7,8,55,0,0,4.0,1,1,53.0,52.0,3.0,2.0,1.0,60.0,1
3664,3664,65,196.0,2,52,60,0,0,98,55.0,6,6,74,7,35,0.0,5,5,63.0,61.0,8.0,4.0,2.0,71.0,0
3665,3665,73,214.0,16,97,27,0,0,96,46.0,6,6,17,0,18,0.0,4,4,35.0,77.0,6.0,2.0,1.0,60.0,0
3666,3666,67,323.0,7,90,28,0,0,100,0.0,7,8,9,3,43,3.0,2,2,87.0,64.0,4.0,7.0,4.0,100.0,1
3667,3667,57,23.0,7,14,12,0,0,92,2.0,4,6,12,3,25,0.0,5,5,38.0,52.0,3.0,2.0,2.0,50.0,0
3668,3668,72,352.0,4,114,26,0,0,88,2.0,4,6,22,2,15,20.0,0,0,2.0,73.0,6.0,2.0,0.0,44.0,1
3669,3669,72,80.0,4,112,22,1,1,100,0.0,6,8,3,3,18,3.0,2,2,16.0,52.0,6.0,1.0,0.0,67.0,1
3670,3670,88,205.0,8,138,37,0,0,100,0.0,7,8,8,1,11,19.0,0,0,2.0,52.0,4.0,1.0,0.0,24.0,1
3671,3671,81,238.0,7,60,30,0,0,97,73.0,6,6,51,1,47,12.0,0,0,7.0,89.0,1.0,6.0,0.0,54.0,1
3672,3672,79,157.0,1,51,20,0,0,100,0.0,7,8,38,4,14,1.0,1,1,11.0,52.0,3.0,2.0,2.0,27.0,0
3673,3673,87,294.0,8,93,35,0,0,100,0.0,7,8,60,2,23,0.0,1,1,2.0,71.0,1.0,4.0,0.0,24.0,1
3674,3674,75,204.0,36,121,28,0,0,100,0.0,7,8,3,0,25,0.0,2,1,58.0,52.0,7.0,2.0,4.0,69.0,1
3675,3675,68,328.0,19,116,21,5,5,95,34.0,6,6,23,0,70,1.0,4,4,1.0,52.0,3.0,5.0,0.0,73.0,1
3676,3676,73,407.0,2,72,29,0,0,90,6.0,4,6,59,2,10,1.0,4,4,0.0,56.0,3.0,1.0,0.0,31.0,0
3677,3677,68,375.0,8,65,25,0,0,100,0.0,7,8,35,2,48,1.0,1,1,71.0,63.0,3.0,4.0,2.0,78.0,1
3678,3678,57,229.0,11,87,33,2,1,83,2.0,4,2,56,1,23,0.0,2,2,20.0,52.0,9.0,2.0,1.0,47.0,1
3679,3679,79,276.0,1,63,41,0,0,98,68.0,6,6,30,5,46,1.0,2,2,27.0,98.0,3.0,2.0,1.0,50.0,1
3680,3680,76,336.0,3,98,22,0,0,100,0.0,7,8,25,2,30,3.0,2,2,48.0,52.0,6.0,1.0,3.0,58.0,0
3681,3681,85,55.0,3,105,28,0,0,100,0.0,7,8,4,2,7,2.0,1,1,3.0,52.0,3.0,2.0,0.0,19.0,1
3682,3682,69,284.0,8,109,22,1,1,100,0.0,6,8,22,1,26,2.0,3,2,40.0,21.0,3.0,2.0,2.0,55.0,1
3683,3683,82,183.0,57,89,7,0,0,100,0.0,7,8,0,0,14,0.0,1,1,27.0,52.0,2.0,2.0,1.0,40.0,1
3684,3684,73,412.0,37,192,23,0,0,87,24.0,6,6,55,0,26,5.0,0,0,38.0,52.0,11.0,1.0,1.0,100.0,1
3685,3685,69,390.0,3,100,18,3,1,67,3.0,4,4,11,1,10,14.0,0,0,7.0,52.0,3.0,2.0,0.0,27.0,0
3686,3686,89,421.0,7,136,19,0,0,100,0.0,7,8,28,1,16,0.0,0,0,4.0,52.0,3.0,2.0,0.0,30.0,1
3687,3687,63,204.0,1,71,48,0,0,98,28.0,6,6,30,5,47,1.0,1,1,51.0,90.0,5.0,11.0,2.0,70.0,0
3688,3688,68,298.0,4,86,19,4,4,89,53.0,6,6,22,2,47,5.0,1,1,6.0,85.0,2.0,3.0,0.0,63.0,1
3689,3689,82,409.0,10,85,18,0,0,100,0.0,7,8,6,2,17,0.0,5,5,19.0,52.0,3.0,2.0,0.0,33.0,1
3690,3690,82,164.0,2,108,38,0,0,100,0.0,7,8,30,2,15,2.0,2,2,2.0,41.0,2.0,1.0,0.0,17.0,1
3691,3691,87,183.0,11,68,14,0,0,100,0.0,7,8,21,1,7,18.0,0,0,3.0,52.0,2.0,2.0,0.0,25.0,1
3692,3692,71,95.0,1,43,33,0,0,100,0.0,7,8,41,4,17,0.0,4,4,17.0,89.0,7.0,3.0,1.0,53.0,1
3693,3693,73,138.0,2,80,39,0,0,100,0.0,7,8,12,5,28,0.0,3,3,28.0,91.0,6.0,5.0,2.0,69.0,1
3694,3694,79,106.0,2,39,9,0,0,100,0.0,7,8,7,1,50,3.0,1,1,26.0,65.0,2.0,3.0,0.0,63.0,1
3695,3695,80,390.0,3,86,29,0,0,100,0.0,7,8,29,4,24,9.0,0,0,6.0,74.0,4.0,3.0,0.0,44.0,1
3696,3696,88,407.0,28,170,12,0,0,100,0.0,7,8,2,0,17,0.0,0,0,7.0,25.0,2.0,1.0,0.0,60.0,1
3697,3697,70,204.0,6,77,28,0,0,97,2.0,4,6,50,4,23,6.0,0,0,33.0,97.0,3.0,1.0,1.0,42.0,1
3698,3698,70,213.0,19,107,33,1,0,97,19.0,6,5,54,0,15,0.0,2,2,32.0,27.0,4.0,2.0,3.0,44.0,0
3699,3699,64,256.0,9,41,16,1,1,94,10.0,4,6,28,3,29,0.0,3,3,60.0,40.0,9.0,2.0,2.0,92.0,0
3700,3700,71,383.0,8,76,19,2,2,86,11.0,4,4,24,1,29,2.0,1,1,26.0,79.0,4.0,2.0,1.0,67.0,0
3701,3701,78,132.0,12,91,30,0,0,100,0.0,7,8,11,0,37,0.0,1,1,50.0,52.0,4.0,2.0,1.0,67.0,1
3702,3702,77,138.0,3,105,13,1,1,93,39.0,6,2,21,2,21,2.0,2,2,1.0,52.0,1.0,1.0,0.0,33.0,1
3703,3703,69,183.0,5,138,30,0,0,97,23.0,6,6,0,1,20,0.0,4,3,40.0,38.0,12.0,2.0,3.0,74.0,1
3704,3704,75,183.0,3,60,29,1,1,97,29.0,6,2,0,2,3,3.0,1,1,1.0,52.0,4.0,1.0,0.0,28.0,1
3705,3705,67,44.0,21,96,6,2,1,50,36.0,6,2,14,0,0,0.0,2,2,65.0,52.0,4.0,2.0,2.0,80.0,1
3706,3706,59,312.0,1,22,20,1,1,100,0.0,0,8,10,7,36,2.0,2,2,16.0,78.0,6.0,3.0,0.0,77.0,0
3707,3707,89,241.0,12,81,15,0,0,100,0.0,7,8,18,0,40,12.0,0,0,9.0,52.0,1.0,1.0,0.0,50.0,1
3708,3708,70,127.0,11,52,20,0,0,100,0.0,7,8,19,1,50,1.0,11,11,77.0,97.0,1.0,3.0,1.0,57.0,1
3709,3709,59,66.0,1,42,22,1,0,71,2.0,3,5,3,2,21,0.0,6,6,16.0,69.0,3.0,4.0,0.0,44.0,0
3710,3710,75,300.0,2,73,52,0,0,98,76.0,6,6,63,8,29,4.0,1,1,19.0,68.0,7.0,8.0,2.0,71.0,1
3711,3711,80,330.0,7,45,19,0,0,100,0.0,7,8,28,2,32,10.0,1,1,1.0,52.0,1.0,2.0,0.0,50.0,1
3712,3712,85,183.0,3,70,23,0,0,100,0.0,7,8,0,1,35,0.0,3,3,6.0,52.0,2.0,1.0,0.0,50.0,1
3713,3713,62,251.0,19,92,41,1,1,98,10.0,0,6,53,0,15,0.0,3,3,83.0,52.0,17.0,1.0,11.0,72.0,0
3714,3714,86,383.0,11,164,35,0,0,100,0.0,7,8,21,1,9,10.0,0,0,0.0,30.0,8.0,2.0,0.0,48.0,1
3715,3715,88,413.0,9,78,48,0,0,100,0.0,7,8,76,2,29,2.0,1,1,1.0,100.0,1.0,1.0,0.0,13.0,1
3716,3716,85,449.0,5,71,33,0,0,100,0.0,7,8,23,2,12,5.0,2,2,1.0,93.0,2.0,2.0,0.0,21.0,1
3717,3717,78,239.0,0,92,28,0,0,97,6.0,4,6,20,4,13,0.0,2,1,2.0,52.0,4.0,1.0,0.0,36.0,1
